time,price,magnetisation,return
715,0.994417,-0.036000,-0.582114
716,0.992033,-0.038400,-0.872289
717,0.992033,-0.038400,-0.001770
718,0.992033,-0.038400,-0.001770
719,0.992033,-0.038400,-0.001770
720,0.989655,-0.040800,-0.872287
721,0.992827,-0.037600,1.158920
722,0.990447,-0.040000,-0.872287
723,0.992827,-0.037600,0.868747
724,0.993621,-0.036800,0.288402
725,0.992827,-0.037600,-0.291942
726,0.996009,-0.034400,1.158919
727,0.995212,-0.035200,-0.291942
728,0.998402,-0.032000,1.158919
729,1.000001,-0.030400,0.578575
730,1.002404,-0.028000,0.868747
731,1.004009,-0.026400,0.578575
732,1.003206,-0.027200,-0.291943
733,1.002404,-0.028000,-0.291943
734,1.002404,-0.028000,-0.001770
735,1.005617,-0.024800,1.158920
736,1.006421,-0.024000,0.288403
737,1.008840,-0.021600,0.868747
738,1.007227,-0.023200,-0.582115
739,1.004009,-0.026400,-1.162460
740,1.007227,-0.023200,1.158920
741,1.008840,-0.021600,0.578574
742,1.009647,-0.020800,0.288403
743,1.008840,-0.021600,-0.291943
744,1.008033,-0.022400,-0.291942
745,1.009647,-0.020800,0.578574
746,1.012073,-0.018400,0.868747
747,1.009647,-0.020800,-0.872287
748,1.010455,-0.020000,0.288403
749,1.010455,-0.020000,-0.001770
